Adgroup;MaxCPC;Clicks;Impressions;CTR;AvgCPC;Costo;AvgPosicion;Qscore;Ventas;Costconv;Convrate;Allconv
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;3,83;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;1;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,88;16;3035;0,0053;0,62;9,85;1,1;9;2;4,92;1250,00;2
Bolivian Alpaca English;0,08;0;2;0;0;0;1,5;6;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,45;0;0;0;0;0;0; --;0;0;0,00;0
Kids English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,21;0;10;0;0;0;2,4; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0;7;0;0;0,00;0
Sweater English;0,7;0;0;0;0;0;0;9;0;0;0,00;0
Bear English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,03;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,35;0;3;0;0;0;1; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,91;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,61;11;813;0,0135;0,24;2,6;1,5;4;0;0;0,00;0
Accessories English;0,14;0;1;0;0;0;1; --;0;0;0,00;0
Poncho English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,08;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,74;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,04;69;4306;0,016;0,03;1,88;3;6;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,5;4;35;0,1143;0,04;0,17;1,3;7;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,33;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;0;0;0;0;0;0;9;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;9;696;0,0129;0,19;1,75;2,6;7;0;0;0,00;0
Poncho Evo;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;2;52;0,0385;0,06;0,13;1,2;7;0;0;0,00;0
Lluchus English;0,19;0;7;0;0;0;1,4;4;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;3;120;0,025;0,09;0,27;1,9;8;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,09;0;66;0;0;0;2,7; --;0;0;0,00;0
Poncho English;0,14;0;3;0;0;0;1,7; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,22;0;0;0;0;0;0;6;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,28;1;62;0,0161;0,27;0,27;1,3;6;0;0;0,00;0
Bolivian Alpaca English;0,09;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,09;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;18;734;0,0245;0,22;3,88;1,4;7;0;0;0,00;0
Bear English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0;8;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,14;5;106;0,0472;0,04;0,2;2,1;5;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;4;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,23;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,27;0;7;0;0;0;2,6;9;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,24;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;3;163;0,0184;0,08;0,23;2,4;6;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Poncho English;1,1;19;2298;0,0083;0,42;8,07;1,5; --;1;8,07;526,00;1
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,46;146;1913;0,0763;0,56;81,86;1,2;9;5;16,37;342,00;5
Poncho English;0,5;32;1294;0,0247;0,21;6,81;1,2;6;0;0;0,00;0
Evo sweater English;0,4;0;4;0;0;0;1; --;0;0;0,00;0
Sweater English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,95;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;10;0;0;0;1,8; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,7;6;34;0,1765;0,05;0,32;1,9;9;1;0,32;1667,00;1
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;189;12782;0,0148;0,33;61,81;1,3;7;0;0;0,00;0
Clothing English;0,14;2;14;0,1429;0,06;0,13;2,9;6;0;0;0,00;0
Alpaca Generic English;0,07;2;11;0,1818;0,01;0,02;2,4;6;0;0;0,00;0
Clothing English;1;27;177;0,1525;0,33;8,8;2;8;0;0;0,00;0
Poncho English;0,14;2;43;0,0465;0,04;0,08;1,5;6;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,33;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1,5;21;106;0,1981;0,79;16,49;1,6;8;0;0;0,00;0
Poncho English;0,15;1;103;0,0097;0,09;0,09;3,9;7;0;0;0,00;0
Sweater English;0,15;0;11;0;0;0;2,2; --;0;0;0,00;0
Sweater English;0,21;0;8;0;0;0;2,1; --;0;0;0,00;0
Alpaca Generic English;0,14;0;3;0;0;0;1;6;0;0;0,00;0
Poncho English;0,35;2;20;0,1;0,26;0,51;1,6;6;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;0;0;0;0;0;0;9;0;0;0,00;0
Jackets English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,11;0;3;0;0;0;2,3; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Accessories English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;2;0;0;0;1; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,42;30;299;0,1003;0,28;8,34;1,5;5;2;4,17;667,00;2
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,37;5;46;0,1087;0,1;0,48;1,1;9;0;0;0,00;0
Poncho English;0,21;1;58;0,0172;0,14;0,14;1,3;3;0;0;0,00;0
Sweater English;0,5;1;11;0,0909;0,11;0,11;2,5;8;1;0,11;10000,00;1
Poncho English;0,79;37;829;0,0446;0,22;8,08;1,2;7;3;2,69;811,00;3
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;4;38;0,1053;0,1;0,39;2,6;6;0;0;0,00;0
Sweater English;0,19;0;7;0;0;0;2,4;9;0;0;0,00;0
Sweater English;0,18;2;196;0,0102;0,08;0,17;2,7;8;0;0;0,00;0
Alpaca Generic English;0,1;1;1;1;0,09;0,09;1; --;0;0;0,00;0
Gloves English;0,21;1;10;0,1;0,14;0,14;1,5;6;0;0;0,00;0
Sweater English;0,14;0;3;0;0;0;2;7;0;0;0,00;0
Alpaca Generic English;0,3;29;458;0,0633;0,15;4,45;1,2;9;5;0,89;1724,00;5
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1,31;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,28;6;90;0,0667;0,17;1,02;1,2;4;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,36;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,36;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,11;2;3;0,6667;0,06;0,13;4; --;0;0;0,00;0
Poncho English;0,17;0;3;0;0;0;2; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,41;0;43;0;0;0;1,4;5;0;0;0,00;0
Poncho English;0,28;0;9;0;0;0;2; --;0;0;0,00;0
Sweater English;0,18;0;28;0;0;0;1,1;6;0;0;0,00;0
Poncho English;1;2;42;0,0476;0,46;0,91;1,1;6;0;0;0,00;0
Evo sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,42;5;296;0,0169;0,35;1,77;1,5;7;2;0,88;4000,00;2
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;11;0;0;0;1,4;5;0;0;0,00;0
Sweater English;0,5;15;99;0,1515;0,26;3,94;1,8;9;0;0;0,00;0
Poncho English;0,63;0;55;0;0;0;1,2;9;0;0;0,00;0
Sweater English;0,14;5;84;0,0595;0,09;0,46;1,7;7;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,23;0;40;0;0;0;2,4;6;0;0;0,00;0
Fur English;0,28;0;19;0;0;0;2,1;5;0;0;0,00;0
Peruvian Alpaca Clothing English;0,7;1;77;0,013;0,29;0,29;1,7; --;0;0;0,00;0
Poncho English;0,35;0;5;0;0;0;1;9;0;0;0,00;0
Poncho English;0,21;2;2;1;0,16;0,31;2;9;0;0;0,00;0
Gloves English;0,75;22;1362;0,0162;0,4;8,75;1,1;7;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,02;3;76;0,0395;0,02;0,05;3,2;7;0;0;0,00;0
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;9;111;0,0811;0,22;1,94;1;6;0;0;0,00;0
Hat English;0,15;0;1;0;0;0;3; --;0;0;0,00;0
